許可證字號,中文品名,英文品名,適應症,劑型,主成分略述,,,,,,,,,,,,,,,,,,,,,
衛部菌疫輸字第001297號,骨律欣預充填針筒注射液 60 毫克/毫升 ,RESANIV Prefilled Syringe Injection 60mg/ml,"1.	治療有骨折高風險性之停經後婦女骨質疏鬆症。
說明：有骨折高風險性之停經後婦女骨質疏鬆症，包含下列任一狀況：有骨質疏鬆症骨折病史、具有多項骨折危險因子、先前接受其他骨質疏鬆症療法失敗或無法耐受其他骨質疏鬆症療法之病人。對患有骨質疏鬆症之停經後婦女，可降低脊椎、非脊椎和髖骨骨折的發生率。
2.	治療有高度骨折風險之骨質疏鬆症男性病人，以增加骨量(bone mass)。
說明：適用於治療有高度骨折風險(定義為有骨質疏鬆症骨折病史，或具有多項骨折危險因子)之骨質疏鬆症男性病人，或先前曾接受其他骨質疏鬆療法失敗或無法耐受其他骨質疏鬆症療法的病人，以增加骨量(bone mass)。
3.	治療因為非轉移性攝護腺癌而進行雄性荷爾蒙抑制治療且具高度骨折風險之男性病人的骨質流失現象。
4.	治療糖皮質類固醇引起的骨質疏鬆症。
說明：適用於治療有高度骨折風險的糖皮質類固醇引起之骨質疏鬆症男性與女性病人，他們正開始或持續每日劑量等效於7.5毫克prednisone或以上的全身性糖皮質類固醇，並預計維持使用糖皮質類固醇至少6個月。高度骨折風險的定義為發生過骨質疏鬆性骨折、具有多重骨折風險因子、或曾接受其他骨質疏鬆症治療失敗或耐受不良的病人。


    
",注射液劑,Denosumab,,,,,,,,,,,,,,,,,,,,,
衛部菌疫輸字第001297號,骨律欣預充填針筒注射液 60 毫克/毫升 ,RESANIV Prefilled Syringe Injection 60mg/ml,"1.	治療有骨折高風險性之停經後婦女骨質疏鬆症。
說明：有骨折高風險性之停經後婦女骨質疏鬆症，包含下列任一狀況：有骨質疏鬆症骨折病史、具有多項骨折危險因子、先前接受其他骨質疏鬆症療法失敗或無法耐受其他骨質疏鬆症療法之病人。對患有骨質疏鬆症之停經後婦女，可降低脊椎、非脊椎和髖骨骨折的發生率。
2.	治療有高度骨折風險之骨質疏鬆症男性病人，以增加骨量(bone mass)。
說明：適用於治療有高度骨折風險(定義為有骨質疏鬆症骨折病史，或具有多項骨折危險因子)之骨質疏鬆症男性病人，或先前曾接受其他骨質疏鬆療法失敗或無法耐受其他骨質疏鬆症療法的病人，以增加骨量(bone mass)。
3.	治療因為非轉移性攝護腺癌而進行雄性荷爾蒙抑制治療且具高度骨折風險之男性病人的骨質流失現象。
4.	治療糖皮質類固醇引起的骨質疏鬆症。
說明：適用於治療有高度骨折風險的糖皮質類固醇引起之骨質疏鬆症男性與女性病人，他們正開始或持續每日劑量等效於7.5毫克prednisone或以上的全身性糖皮質類固醇，並預計維持使用糖皮質類固醇至少6個月。高度骨折風險的定義為發生過骨質疏鬆性骨折、具有多重骨折風險因子、或曾接受其他骨質疏鬆症治療失敗或耐受不良的病人。


    
",注射液劑,Denosumab,,,,,,,,,,,,,,,,,,,,,
衛部菌疫輸字第001298號,特諾雅 靜脈注射液 200 毫克,TREMFYA Concentrate for Solution for Infusion ,"●對傳統或生物製劑治療反應不佳、失去反應、或無法耐受的中度至重度活動性潰瘍性結腸炎(Ulcerative colitis)成人病人
●對傳統或生物製劑治療反應不佳、失去反應、或無法耐受的中度至重度活動性克隆氏症(Crohn's disease)成人病人",注射液,guselkumab,,,,,,,,,,,,,,,,,,,,,
衛部菌疫輸字第001298號,特諾雅 靜脈注射液 200 毫克,TREMFYA Concentrate for Solution for Infusion ,"●對傳統或生物製劑治療反應不佳、失去反應、或無法耐受的中度至重度活動性潰瘍性結腸炎(Ulcerative colitis)成人病人
●對傳統或生物製劑治療反應不佳、失去反應、或無法耐受的中度至重度活動性克隆氏症(Crohn's disease)成人病人",注射液,guselkumab,,,,,,,,,,,,,,,,,,,,,
衛部菌疫輸字第001298號,特諾雅 靜脈注射液 200 毫克,TREMFYA Concentrate for Solution for Infusion ,"●對傳統或生物製劑治療反應不佳、失去反應、或無法耐受的中度至重度活動性潰瘍性結腸炎(Ulcerative colitis)成人病人
●對傳統或生物製劑治療反應不佳、失去反應、或無法耐受的中度至重度活動性克隆氏症(Crohn's disease)成人病人",注射液,guselkumab,,,,,,,,,,,,,,,,,,,,,
衛部菌疫輸字第001298號,特諾雅 靜脈注射液 200 毫克,TREMFYA Concentrate for Solution for Infusion ,"●對傳統或生物製劑治療反應不佳、失去反應、或無法耐受的中度至重度活動性潰瘍性結腸炎(Ulcerative colitis)成人病人
●對傳統或生物製劑治療反應不佳、失去反應、或無法耐受的中度至重度活動性克隆氏症(Crohn's disease)成人病人",注射液,guselkumab,,,,,,,,,,,,,,,,,,,,,
衛部菌疫輸字第001299號, 汰瘤安注射劑  ,Tevimbra Concentrated Solution for Infusion,"● 作為單一療法，適用於先前接受含鉑化學治療後疾病惡化，無法手術切除之局部晚期或轉移性食道鱗狀細胞癌(ESCC)，且腫瘤表現 PD-L1≥1% 之成人病人。
● 併用 pemetrexed 和含鉑化學療法，適用於腫瘤表現PD-L1≥50%，且不具有 EGFR 或 ALK 腫瘤基因異常之局部晚期(無法 手術切除或接受含鉑化學放射性治療)或轉移性非鱗狀非小細胞肺癌(NSCLC)成人病人的第一線治療。
●作為單一治療法，適用於接受含鉑化學治療後疾病惡化，且不具有 EGFR 或 ALK 腫瘤基因異常之局部晚期或轉移性非小細胞肺癌 (NSCLC)成人病人。",注射液劑,TISLELIZUMAB,,,,,,,,,,,,,,,,,,,,,
衛部菌疫輸字第001299號, 汰瘤安注射劑  ,Tevimbra Concentrated Solution for Infusion,"● 作為單一療法，適用於先前接受含鉑化學治療後疾病惡化，無法手術切除之局部晚期或轉移性食道鱗狀細胞癌(ESCC)，且腫瘤表現 PD-L1≥1% 之成人病人。
● 併用 pemetrexed 和含鉑化學療法，適用於腫瘤表現PD-L1≥50%，且不具有 EGFR 或 ALK 腫瘤基因異常之局部晚期(無法 手術切除或接受含鉑化學放射性治療)或轉移性非鱗狀非小細胞肺癌(NSCLC)成人病人的第一線治療。
●作為單一治療法，適用於接受含鉑化學治療後疾病惡化，且不具有 EGFR 或 ALK 腫瘤基因異常之局部晚期或轉移性非小細胞肺癌 (NSCLC)成人病人。",注射液劑,TISLELIZUMAB,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034011號,"""杏輝""怡視點眼液","LENSPURE EYE DROPS ""SINPHAR""",結合膜炎、角膜炎、瞼炎、結合性角膜炎、鞏膜表面炎、淚囊炎、瞼腺炎、角膜潰瘍,點眼液劑,BETAMETHASONE SODIUM PHOSPHATE;;GENTAMICIN (AS SULFATE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034015號,"""羅得""安克疹乳膏50毫克/公克(艾賽可威)","ANCLOZIN CREAM 50MG/GM ""ROOT"" (ACYCLOVIR)",由單純泡疹引起之感染。,乳膏劑,ACYCLOVIR;;ACYCLOVIR,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034016號,“易陽”舒血凝糖衣錠１００公絲（梯可比定）,TICLOPINE S.C. TABLETS 100MG (TICLOPIDINE)“EAYUNG”,適用於曾發生完成性栓塞型中風（ＣＯＭＰＬＥＴＥＤ　ＴＨＲＯＭＢＯＴＩＣ ＳＴＲＯＫＥ）及有中風前兆（ＳＴＲＯＫＥ　ＰＲEＣＵＲＳＯＲＳ），且不適於使用ＡＳＰＩＲＩＮ之患者。,糖衣錠,TICLOPIDINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034018號,"""國嘉"" 得佳錠0.5毫克（迪皮質醇）","DECA TABLETS 0.5MG (DEXAMETHASONE) ""KOJAR""",原發性或續發性腎上腺皮質功能不足，抗過敏及各科之消炎。,錠劑,DEXAMETHASONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034019號,滅蝨能洗髮粉０．４％（芬諾賽林）,"PEDICULICIDE SHAMPOO 0.4% (PHENOTHRIN) ""C.M.""",頭蝨之驅除,外用粉劑,PHENOTHRIN *,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034021號,福達錠２００公絲（福來沃賽）,"FLAVON TABLETS 200MG (FLAVOXATE) ""AND""",因慢性前列腺炎、膀胱炎、所引起之頻尿、排尿困難、神經性之頻尿。,錠劑,FLAVOXATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034025號,諾弗洒欣,"NORFLOXACIN ""KINGDOM""",抗菌劑,（粉）,NORFLOXACIN (BACCIDAL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034026號,克若菌乳膏,CLOTRITHASONE CREAM,足癬、股癬、體癬。,乳膏劑,BETAMETHASONE (AS DIPROPIONATE);;CLOTRIMAZOLE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034027號,賜福力欣,"CEPHALEXIN ""YUNG-ZIP""",抗生素劑,（粉）,CEPHALEXIN MONOHYDRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034028號,治兒熱栓劑１３０公絲（乙醯水楊酸）,"PEDICOL SUPPOSITORIES 130MG (ASPIRIN) ""WEIDAR""",解熱、鎮痛（神經痛、關節痛、咽喉痛、筋肉痛、頭痛）。,栓劑,ASPIRIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034029號,羅瑞絲糖衣錠１００公絲（去普寧）,"BIO-BALANCE S.C. TABLETS 100MG (TIOPRONIN)""SHITCH""",肝臟疾患（肝炎、肝硬化）蕁麻疹、濕疹、皮膚炎、尋常性痤瘡,糖衣錠,TIOPRONIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034033號,龍壽黴素１５０公絲膜衣錠（樂西瑟黴素）,RULID 150MG FILM COATED TABLET (ROXITHROMYCIN),對ＲＯＸＩＴＨＲＯＭＹＣＩＮ具感受性細菌所引起之各種中度感染症。,膜衣錠,ROXITHROMYCIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034034號,抑秘強（琥珀酸辛酯磺酸鈉）膠囊１００公絲,"CONSTIPJOHN CAPSULES 100MG (DIOCTYL SODIUM SULFOSUCCINATE)      ""JOHNSON""",緩解便秘。,膠囊劑,DIOCTYL SODIUM SULFOSUCCINATE(AEROSOL OT),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034035號,妳胎寧錠１０公絲（鹽酸立特林）,RITOPARLIN TABLETS 10MG (RITODRINE HYDROCHLORIDE),預防早產、流產。,錠劑,RITODRINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034041號,衛吐栓劑１０公絲（多普利杜）,"WEITUL SUPPOSITORIES 10MG (DOMPERIDONE) ""WEIDAR""",噁心、嘔吐、胃腸脹氣。,栓劑,DOMPERIDONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034046號,愛寶凝膠２％（鹽酸利卡因）,"ANEBOL GEL 2% (LIDOCAINE HYDROCHLORIDE)""C.M.""",表面麻醉。,外用凝膠劑,LIDOCAINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034047號,西扶拉黴素糖漿用顆粒２００公絲/公克（賜福力欣）,"CEPHALEXIN GRANULE FOR SYRUP 200MG/GM ""SINTON""",葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,糖漿用顆粒劑,CEPHALEXIN (MONOHYDRATE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034049號,來滅素陰道栓劑２０公絲（普威隆碘）,LIMETON VAGINAL SUPPOSITORIES 20MG (POVIDONE IODINE),陰道滴蟲、念珠菌及其他病原菌所引起之陰道炎。,栓劑,POVIDONE-IODINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034055號,高大消炎軟膏50毫克/公克（達淨磺胺）,SULFA OINTMENT 50MG/GM (SULFADIAZINE),緊急處理擦傷、切傷、刺傷、抓傷、燙傷之初期照護等皮外之傷口及傷口周圍的消毒、殺菌來防止傷口的感染。 ,軟膏劑,SULFADIAZINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034060號,舒冒膠囊１００公絲（阿曼他定）,"SUMON CAPSULES 100GM (AMANTADINE) ""SINTON""",巴金森病，預防及治療Ａ型流行性感冒症狀。,膠囊劑,AMANTADINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034062號,"""新東"" 息痛風錠５０公絲（本補麻隆）","SINTONFON TABLET 50MG (BENZBROMARONE) ""SINTON""",痛風、高尿酸血症。,錠劑,BENZBROMARONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034065號,滅痰錠３０公絲（安布索）,"MUCOSOLDIN TABLETS 30MG (AMBROXOL) ""P.J.""",袪痰。,錠劑,AMBROXOL HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034068號,必乃膚通恩軟膏,BETNOVATE-N OINTMENT,牛皮癬、濕疹、外耳炎、皮膚炎、皮脂溢出。,軟膏劑,NEOMYCIN (SULFATE);;BETAMETHASONE (AS VALERATE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034070號,"""五福"" 見達眼藥水（紫菌素）３毫克/毫升","GENTAMYCIN OPHTHALMIC SOLUTION 3MG/ML ""WU-FU""",結合膜炎、眼臉炎、角膜炎、結合性角膜炎、鞏膜表面炎、淚囊炎、角膜潰瘍、臉腺炎。,點眼液劑,GENTAMICIN SULFATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034071號,"""五福"" 特視眼藥水（泰百黴素）３毫克/毫升","TOBRAMYCIN OPHTHALMIC SOLUTION 3MG/ML ""WU-FU""",眼睛感染及眼附屬器官的感染、對於一般抗生素有抗性的細菌感染。,點眼液劑,TOBRAMYCIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034076號,"護胃素注射液１０毫克/毫升""汎生""","FORGAS INJECTION 10MG/ML ""PANBIOTIC""",院病人伴隨有病理性胃酸分泌過高之症狀，頑固性(難治的)十二指腸潰瘍，或不能口服之病人消化性潰瘍之短期替代療法。,注射劑,FAMOTIDINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034078號,"""井田"" 耐收糖衣錠１００公絲（耐挫索林）","NYSIN S.C. TABLETS 100MG (NITROXOLINE) ""CHINTENG""",泌尿道感染,糖衣錠,NITROXOLINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034079號,〝井田〞必舒痛膜衣錠10毫克(東茛菪  ),"VESUTON F.C. TABLETS 10MG ""CHINTENG""(SCOPLAMINE)",胃、十二指腸潰瘍、胃炎、十二指腸炎、腸疝痛、膽管、尿道之痙攣,膜衣錠,SCOPOLAMINE-N-BUTYLBROMIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034087號,"""生達"" 胃恩利膜衣錠１５０毫克（雷尼得定）","RND F. C. Tablets 150mg ""Standard"" (Ranitidine)",胃潰瘍、十二指腸潰瘍、邊緣性之消化性潰瘍、回流食道炎、高濃度胃酸分泌症候群。,膜衣錠,RANITIDINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034089號,"""羅得""愛口口內膏１公絲/公克（丙酮特安皮質醇）","AYCO IN ORABASE 1MG/GM ""ROOT"" (TRIAMCINOLONE ACETONIDE) ",急、慢性口腔粘膜損害：間歇潰瘍性口炎、糜爛性扁平苔癬、托牙性口炎。,口內膏,TRIAMCINOLONE ACETONIDE;;TRIAMCINOLONE ACETONIDE;;TRIAMCINOLONE ACETONIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034089號,"""羅得""愛口口內膏１公絲/公克（丙酮特安皮質醇）","AYCO IN ORABASE 1MG/GM ""ROOT"" (TRIAMCINOLONE ACETONIDE) ",急、慢性口腔粘膜損害：間歇潰瘍性口炎、糜爛性扁平苔癬、托牙性口炎。,口內膏,TRIAMCINOLONE ACETONIDE;;TRIAMCINOLONE ACETONIDE;;TRIAMCINOLONE ACETONIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034090號,脈利膠囊２．５公絲（因達拍邁）,"MILIX CAPSULES 2.5MG (INDAPAMIDE) ""M.S.""",高血壓,膠囊劑,INDAPAMIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034093號,歐若登乳膏,Oraderm Cream,減輕黑斑，雀斑、或其它色素沈著。,乳膏劑,HYDROQUINONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034096號,"""培力""立克醣膜衣錠５００毫克（二甲二脈）","GLUCOMINE F.C. TABLETS 500MG ""P.L"" (METFORMIN) ",糖尿病,膜衣錠,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034097號,宜適達膜衣錠５０公絲（美海得林）,INCIDAL F.C.T. 50MG (MEBHYDROLINE),過敏性鼻炎、呼吸道過敏、過敏性疾患。,膜衣錠,MEBHYDROLINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034098號,"""井田""嗽多康錠２０毫克（氫溴酸右旋美索芬）","SOTOCON TABLETS 20MG ""CHINTENG""(DEXTROMETHORPHAN HYDROBROMIDE)",鎮咳。,錠劑,DEXTROMETHORPHAN HBR,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034105號,"""井田""鎮痛錠375毫克(那普洛仙)","SINTON TABLETS 375MG (NAPROXEN) ""CHIN TENG""",骨關節炎、類風濕性關節炎、幼年型關節炎、關節粘連性脊椎炎、腱炎、滑囊炎和急性痛風、原發性經痛、解除輕－中度疼痛。,錠劑,NAPROXEN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034107號," ""華貿""倍膚清乳膏",SOFULUN Cream “F.M.”,牛皮癬、濕疹、扁平苔癬、盤狀紅斑性狼瘡。,乳膏劑,CLOBETASOL PROPIONATE;;CLOBETASOL PROPIONATE;;CLOBETASOL PROPIONATE;;CLOBETASOL PROPIONATE;;CLOBETASOL PROPIONATE;;CLOBETASOL PROPIONATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034108號,必復康注射液２０公絲/公撮（匹若卡）,"PIROCAM INJECTION 20MG/ML (PIROXICAM) ""GENTLE""",骨關節炎、風濕性關節炎、粘連性脊椎炎、急肌肉骨骼性疾病、急性痛風。,注射劑,PIROXICAM,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034110號,"""國嘉""阿曼他定膜衣錠100毫克","AMANTADINE F.C. TABLETS 100MG ""KOJAR""",巴金森病、預防及治療Ａ型流行性感冒症狀。,膜衣錠,AMANTADINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034111號,"""易陽""免爾暈錠6毫克（貝他喜汀）","BETAHISTANE TABLETS 6MG (BETAHISTINE) ""EAYUNG""",梅尼艾氏症候群所引起之眩暈，聽力障礙。,錠劑,BETAHISTINE MESYLATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034112號,"""國嘉""樂止膠囊2毫克(樂必寧)","LOPETIN CAPSULES 2MG (LOPERAMIDE) ""KOJAR""",急、慢性腹瀉。,膠囊劑,LOPERAMIDE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034115號,優珠－鈣膠囊２５０公絲（碳酸鈣）,"HI-CAL CAPSULES 250MG (CALCIUM CARBONATE) ""S.S.P.""",鈣質補充劑,膠囊劑,CALCIUM (OYSTER SHELL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034118號,"""順生""瑪斯－鈣咀嚼錠５００毫克（碳酸鈣）","MAX-CAL CHEWABLE TABLETS 500MG (CALCIUM CARBONATE) ""S.S.P.""",鈣質補充劑,錠劑,CALCIUM (OYSTER SHELL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034122號,黛婷錠２５公絲（非尼普拉明）,"PHITRIM TABLET 25MG (PHENYLPROPANOLAMINE HCL) ""PURZER""",脂肪蓄積過多引起之肥胖症。,錠劑,PHENYLPROPANOLAMINE HCL (DL-NOREPHEDRINE HCL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034125號,寧黴素膠囊３００公絲（立汎黴素）,"RIFADIN CAPSULES 300MG (RIFAMPIN) ""DCPC""",肺結核、奈瑟氏腦膜炎球菌帶原者。,膠囊劑,RIFAMPIN (EQ TO RIFAMPICIN) (EQ TO RIMACTAN),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034127號,"""杏輝""雅若凝膠５０毫克/公克（過氧化苯醯）","ACZO GEL 50MG/GM ""SINPHAR""(BENZOYL PEROXIDE) ",治療尋常性痤瘡。,外用凝膠劑,BENZOYL PEROXIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034130號,卡黴速停陰道錠１００公絲（克催瑪汝）,CANESTEN VAGINAL TABLET 100MG (CLOTRIMAZOLE),治療陰道念珠菌和滴蟲所引起之陰道感染。,陰道錠,CLOTRIMAZOLE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034138號,英康樂顆粒,NEW AICLE GRANULES,暫時緩解輕度腹瀉,內服顆粒劑,BISPAN;;RIBOFLAVIN (VIT B2);;THIAMINE NITRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034144號,"""華興""諾咳錠15毫克","Noca Tablets 15mg""H.S.""",鎮咳。,錠劑,NOSCAPINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034146號,"""生達"" 皮透迅凝膠０．５％（匹若卡）","PIROXIM GEL 0.5% ""STANDARD"" (PIROXICAM)",暫時緩解局部疼痛。,外用凝膠劑,PIROXICAM,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034147號,"""壽元"" 對位乙醯氨基酚24毫克/毫升液","ACETAMINOPHEN SOLUTION 24MG/ML ""S.Y""",退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）。,內服液劑,ACETAMINOPHEN (EQ TO PARACETAMOL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034149號,維他命Ｃ２００公絲口含錠,"VITAMIN C 200MG LOZENGES ""MEY SEE""",壞血病、齒齦出血及維他命Ｃ缺乏症。,錠劑,ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034150號,利保壽注射液１００公絲/公撮（果糖）,LEVO INJECTION 100MG/ML (FRUCTOSE),糖尿病以及糖尿病狀態時熱源補給、藥物中毒、酒精中毒或需非經口服水份及熱源補給時,注射劑,FRUCTOSE (LAEVULOSE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034151號,惠婦錠５毫克（乙烯羥化雌烯酮）,VILLFULL TABLETS 5MG (NORETHINDRONE),停經、月經週期異常、卵巢機能不全症、黃體機能不全引起之不孕症、機能性子宮出血、月經週期之變更、子宮內膜異位,錠劑,NORETHINDRONE ACETATE (NORETHISTERONE ACETATE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034153號,"""汎生"" 速復利５００公絲膠囊（西華定）","SEFREE CAPSULES 500MG (CEPHRADINE) ""PANBIOTIC""",葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,膠囊劑,CEPHRADINE (MONOHYDRATE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034155號,紅絲菌素,"ERYTHROMYCIN ""KINGDOM""",由革蘭氏陰性菌和陽性菌所引起之感染症。,（粉）,ERYTHROMYCIN BASE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第034156號,氧化亞氮,"NITROUS OXIDE ""L.H.C.C.""",吸入性全身麻醉鎮痛。,液態氣體,NITROUS OXIDE,,,,,,,,,,,,,,,,,,,,,
