許可證字號,中文品名,英文品名,適應症,劑型,主成分略述,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012682號,"""恆安""治好克肝口服液","THIOCOKAN ORAL LIQUID ""HENG AN""",維持肝臟正常功能、消除疲勞、妊娠惡阻、營養補給,口服液劑,ASCORBIC ACID (VIT C);;INOSITOL (MESO-INOSITOL);;RIBOFLAVIN (VIT B2);;THIOCTIC ACID AMIDE (THIOCTAMIDE);;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;THIAMINE NITRATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012704號,複方維他命乙片,"VITAMIN B COMPLEX TABLETS ""CBC""",腳氣病、口角炎、營養不良,錠劑,THIAMINE HYDROCHLORIDE;;NIACINAMIDE (NICOTINAMIDE);;RIBOFLAVIN (VIT B2);;PANTOTHENATE CALCIUM;;PYRIDOXINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012722號,複方舒胃寧片,"CO-CASTRONIN TABLETS ""CBC""",胃潰瘍、過酸性胃炎、慢性胃腸炎、制酸、胃痛,錠劑,MAGNESIUM CARBONATE;;PROPANTHELINE BROMIDE;;BELLADONNA EXTRACT;;ALUMINUM HYDROXIDE GEL;;PHENOBARBITAL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012759號,必實多命膠囊,"BECETOMIN CAPSULES ""CBC""",發育不良、營養補給、熱性消耗疾患之輔助治療、妊娠婦之營養補給,膠囊劑,RIBOFLAVIN (VIT B2);;THIAMINE HYDROCHLORIDE;;ASCORBIC ACID (VIT C);;LIVER DESICCATED;;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;CYANOCOBALAMIN (VIT B12);;PANTOTHENATE CALCIUM,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012786號,高單位複方維他命乙片,"VITAMIN B COMPLEX STRONG TABLETS ""CBC""",體質衰弱、腳氣病、營養不良、多發性神經炎、口角炎、維他命乙缺乏症,錠劑,PYRIDOXINE(VITAMIN B6);;PANTOTHENATE CALCIUM;;NIACINAMIDE (NICOTINAMIDE);;THIAMINE (VITAMIN B1);;RIBOFLAVIN (VIT B2),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012821號,娜菠莉藥水,NAPRYL SOLUTION,寄生黴菌感染症、如香港腳、頑癬、疥癬、灰指甲、灰趾甲、鵝掌症、繡球症、皮膚搔癢症、鵝口瘡、痱子,外用液劑,SODIUM PROPIONATE;;PROPIONIC ACID;;CHLOROPHYLL SODIUM;;CAPRYLATE SODIUM,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012822號,寶寶樂爽液,NYSCO BABY LOTION,濕疹或皮膚炎、暫時緩解皮膚搔癢、緩解皮膚刺激及尿布疹。,洗劑,PHENOL (CARBOLIC ACID);;DIPHENHYDRAMINE HCL;;MENTHOL;;THIMEROSAL (EQ TO SODIUM ETHYLMERCURITHIOSALICYLATE);;ZINC OXIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012862號,嗽嗽膠囊,"SOUSOU CAPSULES ""CHARNG CHUEN""",喀痰及咳嗽（感冒、咽頭炎、喉頭炎、急慢性支氣管炎之咳嗽及喀痰）支氣管氣喘、小兒氣喘,膠囊劑,BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;CHLORPHENIRAMINE MALEATE;;AMINOPHYLLINE (COROPHYLLIN);;DL-METHYLEPHEDRINE HCL;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012869號,喘安膠囊,CHOANAN CAPSULES,氣喘、支氣管性氣喘、急、慢性支氣管炎、咳嗽、感冒咳,膠囊劑,AMINOPHYLLINE (COROPHYLLIN);;DIPHENHYDRAMINE TANNATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;PHENOBARBITAL;;EPHEDRINE HCL (EQ TO EPHEDRINE HYDROCHLORIDE),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012900號,三安咳糖漿,SANCOUGH-CO SYRUP-D,鎮咳、袪痰（感冒、支氣管炎及呼吸器疾患所引起之咳嗽、喀痰,糖漿劑,CODEINE PHOSPHATE;;AMMONIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012902號,複方甘草合劑液,B.M.O. LIQUID,止咳化痰,液劑,ANTIMONY POTASSIUM TARTRATE;;ETHYL NITRITE SPIRIT;;OPIUM CAMPHOR TINCTURE;;GLYCYRRHIZA EXTRACT,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012919號,〝金葫蘆〞愛兒胖顆粒,"AIARPAN GRANULAR ""JIN HWU RO""",乳、幼、小兒之發育增進、人工營養兒、虛弱兒、妊產哺乳婦之營養補給、病中病後之營養補給、食慾不振、全身倦怠、疲勞、夜盲症,內服顆粒劑,CYANOCOBALAMIN (VIT B12);;ERGOCALCIFEROL (VIT D2CALCIFEROL);;THIAMINE MONONITRATE;;FOLIC ACID;;PYRIDOXINE HCL;;TOCOPHEROL ACETATE ALPHA DL-;;PANTOTHENATE CALCIUM;;NIACINAMIDE (NICOTINAMIDE);;RIBOFLAVIN (VIT B2);;VITAMIN A,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012925號,"""南光""美康保注射液","B-COMPLEX INJECTION ""N.K.""",腳氣病、熱性傳染病之補助治療、神經炎,注射劑,RIBOFLAVIN(5-PHOSPHATE SODIUM);;PYRIDOXINE HCL;;NIACINAMIDE (NICOTINAMIDE);;SODIUM PANTOTHENATE;;THIAMINE HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012939號,"""人生""嗽露液",SEKRO SOLUTION,鎮咳、袪痰。,內服液劑,DEXTROMETHORPHAN HBR;;POTASSIUM CRESOLSULFONATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012945號,複方維他命Ｂ錠,"VITAMIN B COMPLEX TABLETS ""JEN SHENG""",腳氣、口內炎、營養補給、維他命Ｂ群缺乏症,錠劑,CYANOCOBALAMIN (VIT B12);;PYRIDOXINE HCL;;PANTOTHENATE CALCIUM;;THIAMINE HYDROCHLORIDE;;NIACINAMIDE (NICOTINAMIDE);;RIBOFLAVIN (VIT B2),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012950號,腹瀉寧懸浮液,FOPENINE SUSPENSION,腹瀉、痢疾、腸炎、腸內感染症,懸液劑,KAOLIN (WHITE)(BOLUS ALBA);;TRAGACANTH POWDER;;PECTIN,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012971號,三多命５０糖衣錠,"SANTAMIN 50 S.C. TABLETS ""GOLDEN HORSE""",維生素Ｂ１及Ｂ２缺乏所引起之症狀（腳氣、神經炎）,糖衣錠,RIBOFLAVIN (VIT B2);;PROSULTIAMINE (THIAMINE PROPYL DISULFIDE),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012972號,賜益肝糖衣錠,"T.O.S.C. TABLETS ""GOLDEN HORSE""",維護肝臟正常功能,糖衣錠,RIBOFLAVIN (VIT B2);;ASCORBIC ACID (VIT C);;THIOCTIC ACID AMIDE (THIOCTAMIDE);;NIACINAMIDE (NICOTINAMIDE);;CYANOCOBALAMIN (VIT B12);;PANTOTHENATE CALCIUM;;THIAMINE NITRATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第012978號,治壓賴糖衣錠,"THIADRI S.C. TABLETS ""GOLDEN HORSE""",高血壓,糖衣錠,"HYDROCHLOROTHIAZIDE (EQ TO 3,4-DIHYDROCHLOROTHIAZIDE);;HYDRALAZINE HCL;;RESERPINE",,,,,,,,,,,,,,,,,,,,,
內衛藥製字第013003號,欲必樂口服液,YUBILA LIQUID,末梢血行障礙、壞血病、腳氣病、其他維他命Ａ、Ｅ缺乏症,液劑,THIAMINE MONONITRATE;;BEZOAR ORIENTALE;;VITAMIN A PALMITATE;;TOCOPHEROL ACETATE ALPHA DL-;;PYRIDOXINE HCL;;NIACIN (NICOTINIC ACID);;PANTHENOL;;GINSENG EXTRACT;;ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001687號,碘化鉀,KALII IODIDUM,消毒劑,（粉）,POTASSIUM IODIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001688號,保累尼素羅侖,PREDNISOLONE,關節炎、氣管支氣喘等,（粉）,PREDNISOLONE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001696號,派拍利延得因耐特,PIPRINHYDRINATE,抗組織？劑,（粉）,PIPRINHYDRINATE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001699號,歐克胃塞克命,OXYPHENCYCLIMINE HCL,副交感神經抑制劑,（粉）,OXYPHENCYCLIMINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001702號,鹽酸米克利進,MECLIZINE HCL,抗暈劑,（粉）,MECLIZINE HCL ( EQ TO MECLIZINE HYDROCHLORIDE ),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001704號,得海可利酸,DEHYDROCHOLIC ACID USP,利膽劑,（粉）,DEHYDROCHOLIC ACID,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001706號,海特可樂在待,HYDROCHLOROTHIAZIDE,利尿、降血壓劑,（粉）,"HYDROCHLOROTHIAZIDE (EQ TO 3,4-DIHYDROCHLOROTHIAZIDE)",,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001709號,阿西他邁,ACETAZOLAMIDE,利尿劑,（粉）,ACETAZOLAMIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001711號,得滅咳粉,DEXTROMETHORPHAN HYDROBROMIDE,鎮咳劑,（粉）,DEXTROMETHORPHAN HBR,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001713號,蘋果酸氯苯乙胺明,CHLORPHENIRAMINE MALEATE,抗組織胺劑,（粉）,CHLORPHENIRAMINE MALEATE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001714號,蘋果酸普魯屬酸拉,PROCHLORPERAZINE MALEATE,鎮靜劑,（粉）,PROCHLORPERAZINE MALEATE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001715號,普飛那靜,PERPHENAZINE,鎮靜劑,（粉）,PERPHENAZINE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001722號,樂益新片,NEUROXIN TABLETS,腦代謝改善劑：（腦溢血後遺症、老人性腦疾患、頭部外傷後遺症）,錠劑,PYRITHIOXIN 2HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001725號,纈氨酸,L-VALINE,營養劑,（粉）,L-VALINE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001726號,左旋色氨酸,L-TRYPTOPHAN,營養劑,（粉）,L-TRYPTOPHAN,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001727號,磺胺/唑,SULFATHIAZOLUM,磺？劑,（粉）,SULFATHIAZOLE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001731號,異白氨酸,L-ISOLEUCINE,營養劑,（粉）,L-ISOLEUCINE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001733號,Ａ級次黃嘌呤核/,INOSINE (A.GRADE),營養劑,（粉）,INOSINE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001735號,鹽酸半胱氨酸,L-CYSTEINE HCL,營養劑,（粉）,CYSTEINE L- HCL (EQ TO L-CYSTEINE HYDROCHLORIDE),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001742號,二甲基/嘧啶苯磺胺鈉,SULFISOMIDINUM NATRICUM,磺？劑,（粉）,SULFISOMIDINE SODIUM,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001744號,苯丙氨酸,L-PHENYLALANINE,營養劑,（粉）,L-PHENYLALANINE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001757號,新弗羅達,NEO-EFRODAL,支氣管性氣喘、肺及心臟性呼吸困難、支氣管痙攣、氣腫,注射劑,ATROPINE METHONITRATE;;CYCLOPENTAMINE HCL;;MAGNOPYROL;;PHENOBARBITAL;;THEOPHYLLINE BETA-OXYPROPYL-,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001758號,拉瑪加路,DAMAGAL,消化不良、增進食慾,錠劑,DEHYDROCHOLATE SODIUM;;PYRIDOXINE(VITAMIN B6);;CYSTEINE HCL (EQ TO CYSTEINE HYDROCHLORIDE);;PANCREATIN (DIASTASE VERA);;PANPROSIN;;NIACINAMIDE (NICOTINAMIDE);;TABLET CORE(CORE COMPOSITION);;MAGNESIUM CHLORIDE;;RIBOFLAVIN (VIT B2);;THIAMINE (VITAMIN B1);;PAPAIN;;PAPAIN,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001778號,利蘇他命（興和）油,"RESTAMIN ""KOWA"" OIL",外用抗組織？劑,（粉）,DIPHENHYDRAMINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001783號,鼻力舒噴霧,NASOMIXIN SPRAY,鼻炎,鼻用噴液劑,PHENYLEPHRINE HCL;;PHENYLPROPANOLAMINE HCL (DL-NOREPHEDRINE HCL);;NEOMYCIN SULFATE;;HYDROCORTISONE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001788號,平樂針,"ADENOFOSFINA ""500"" INJECTION",神經性、脊髓性之肌萎縮症、心肌炎、顏面神經麻痺,乾粉注射劑,EACH SOLVENT CONTAINS;;THIAMINE PHOSPHORIC ACID ESTER;;LIDOCAINE;;ADENOSINE PHOSPHATE;;CYANOCOBALAMIN (VIT B12),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001806號,德利克黴素軟膏,TRICHOMYCIN OINT.,抗皮黴菌病、念球菌、毛滴蟲引起之感染、白癬菌引起之感染症,軟膏劑,HACHIMYCIN (TRICHOMYCIN),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001808號,妥富腦（針劑）,TOFRANIL INJECTION,鬱病、抑鬱狀態,注射劑,IMIPRAMINE;;ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001814號,保嘔寧,PANCORTIN B6,妊娠嘔吐、中毒嘔吐、手術後嘔吐,注射劑,PYRIDOXINE(VITAMIN B6);;CORTICOADRENAL EXTRACT,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001840號,幫爾平片,PANSERPINE TABLETS,高血壓、心悸亢進,錠劑,RESERPINE;;RUTIN;;THIAMINE HYDROCHLORIDE;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001844號,利消淨片１０公絲,LISOZIMA SPA 10MG TABLETS,調整腸內菌相、消血腫,錠劑,LYSOZYME CHLORIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001845號,安必飛拉,ANTIBIOPHILUS,整腸劑,散劑,STREPTOCOCCUS LACTIS;;LACTOBACILLI ACIDOPHILUS,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001852號,胰酵素,PANCREATINUM,助消化劑,（粉）,PANCREATIN (DIASTASE VERA),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001856號,硫酸鋇,BARIUM SULFATE,Ｘ光造影劑,（粉）,BARIUM SULFATE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001861號,麝香草酚,THYMOL,殺菌劑,（粉）,THYMOL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001891號,腎富樂,ZINFRON TABLETS,腎臟病之利尿,錠劑,TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;DYPHYLLINE;;CAFFEINE SODIUM BENZOATE;;THEOBROMINE SODIUM SALICYLATE;;NEPHRONEX,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001903號,益康,ECHO,肩酸、筋肉痛、背痛、腰痠、足腕痛、損傷、挫傷、皮膚癢、按摩效果的增強、運動後的筋肉痛,外用氣化噴霧劑,CAMPHOR;;THYMOL;;DIPHENHYDRAMINE;;METHYL SALICYLATE;;L-MENTHOL ,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001911號,血清蛋白２０％,"HUMAN ALBUMIN 20% ""BEHRINGWERKE""",低蛋白血症、休克、虛脫時用為血漿增量劑,注射劑,ALBUMIN SERUM,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001925號,諾餌妙散錠,NORMOSAN TABLETS,胃潰瘍、胃酸過多,錠劑,SCOPOLIA EXTRACT;;ALUMINUM SILICATE;;ALUMINUM HYDROXIDE DRIED GEL;;MENTHOL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001930號,複合維他命Ｂ注射劑,"VITAMIN B COMPLEX ""S & S""",維他命Ｂ群缺乏症,注射劑,PYRIDOXINE HCL;;PROCAINE HCL;;NIACINAMIDE (NICOTINAMIDE);;SODIUM PANTOTHENATE;;THIAMINE (VITAMIN B1);;RIBOFLAVIN (VIT B2),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001948號,泛酸鈣,CALCIUM PANTOTHENATE,營養輔助劑,（粉）,PANTOTHENATE CALCIUM,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001949號,綠胃素,HOEPHYLIN,消化性潰瘍,內服顆粒劑,PROPANTHELINE BROMIDE;;CHLOROPHYLL SODIUM COPPER;;MAGNESIUM ALUMINUM HYDROXIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001950號,紅汞,MERCUROCHROMUM,外科用殺菌消毒劑,（粉）,MERBROMIN,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001956號,阿西尼都按宗,ACINITRAZOL,由毛滴蟲引起之膣炎,（粉）,AMINITROZOLE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001959號,因度美查申,INDOMETHACIN,鎮痛劑,（粉）,INDOMETHACIN (eq to Indometacin),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001961號,尼得魯夫拉宋,NITROFURAZONE,局部抗菌劑,（粉）,NITROFURAZONE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001980號,萬斯龍耳液,VASOSTERONE OTO,中耳炎、外耳道、其他耳部感染,點耳液劑,HYDROCORTISONE ALC;;TETRAHYDROZOLINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001983號,胃必泰複合片,PIPTAL WITH PHENOBARBITAL TABLETS,腸胃道之潰瘍、痙攣,錠劑,PIPENZOLATE BROMIDE;;PHENOBARBITAL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001985號,胃特樂片,TRIDAL TABLETS,神經性消化不良、反胃,錠劑,PIPERIDOLATE HCL;;PIPENZOLATE BROMIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001987號,消發利美淨鈉,SULPHADIMIDINE SODIUM,磺？劑,（粉）,SULFAMETHAZINE SODIUM,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001988號,消發米拉錚鈉,SULFAMERAZINE SODIUM,磺？劑,（粉）,SULFAMERAZINE SODIUM,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第001995號,科發安康,COPHARCRON,貧血、酸中毒、營養失調及衰弱,乾粉注射劑,RIBOFLAVIN PHOSPHATE SODIUM;;FOLIC ACID;;COCARBOXYLASE (THIAMINE PYROPHOSPHATE);;CYANOCOBALAMIN (VIT B12);;EACH SOLVENT CONTAINS;;VITAMIN H3;;SODIUM PANTOTHENATE;;VITAMIN B12 FROM LIVER EXTRACT;;PYRIDOXAL 5-PHOSPHATE;;PARA-AMINOBENZOIC ACID (VIT H1);;NADIDE (COZYMASE),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002013號,斯法滅唑兒,SULPHAMETHIZOLE,磺？劑,（粉）,SULFAMETHIZOLE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002014號,安速脫片,ASDONIN TABLETS,驅除蛔蟲、鉤蟲、蟯蟲、鞭蟲、東洋毛線蟲,錠劑,ASCARIDOLE;;GLYCYRRHIZA (LIQUORICE);;SULFUR;;SANTONIN,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002019號,胃速樂Ｅ顆粒,BISURON E GRANULES,胃酸過多、消化不良、胃加答兒,內服顆粒劑,BIOTAMYLASE;;CHOLINE BITARTRATE;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;NIACINAMIDE (NICOTINAMIDE);;CINNAMON POWDER (CINNAMON CORTEX POWDER);;CLOVE FLOWER;;SWERTIA POWDER;;GLYCYRRHIZA POWDER;;CALCIUM CARBONATE;;L-MENTHOL ;;POLYPASE;;PANCELLASE;;PHELLODENDRON BARK POWDER (EQ TO POWDERED PHELLODENDRON BARK);;SCOPOLIA EXTRACT POWDER,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002021號,蕁麻脫片,JINMATOL TABLETS,蕁麻疹、濕疹、皮膚搔癢症、支氣管氣喘,錠劑,PANTOTHENATE CALCIUM;;ALUMINUM HYDROXIDE DRIED GEL;;CHLORPHENIRAMINE MALEATE;;DL-METHYLEPHEDRINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002053號,強力安速寧針,ARTROREKORD FORTE,關節炎、風濕痛、腰酸痛、神經炎、急性肌痛,凍晶注射劑,ADENOSINE PHOSPHATE;;COCARBOXYLASE (THIAMINE PYROPHOSPHATE);;CYANOCOBALAMIN (VIT B12);;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002076號,治安爾片,G.I.R. TABLETS,急性胃腸炎、胃腸神經症,錠劑,PIPERILATE HCL (PIPETHANATE HYDROCHLORIDE);;MALLOTUS JAPONICUS EXTRACT;;ALUMINUM SILICATE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002097號,鉀－１５,K-15,心肌代謝障害、血鉀過低,錠劑,ADENOSINE TRIPHOSPHATE;;ASPARTATE POTASSIUM DL-;;ASPARTATE MAGNESIUM DL-,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002098號,羥鈷胺明,HYDROXOCOBALAMIN,惡性貧血,（粉）,HYDROXOCOBALAMIN CHLORIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002126號,ＮＰＨ因素林針,"SALMINSULIN NPH ""BERNA""",糖尿病,滅菌懸液注射劑,ZINC;;PROTAMINE;;INSULIN,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002127號,高單位ＮＰＨ因素林針,"SALMINSULIN (NPH) ""BERNA""",糖尿病,滅菌懸液注射劑,INSULIN;;PROTAMINE;;ZINC,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002134號,鈣血針,PUCALCI-12,凍瘡、蕁麻疹、氣喘、急、慢性皮膚病、折骨後之遲緩愈合,注射劑,CALCIUM COLLOIDAL;;ERGOCALCIFEROL (VIT D2CALCIFEROL);;CYANOCOBALAMIN (VIT B12),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002135號,富力特,FERROUS FUMARATE,鐵質缺乏症,（粉）,FERROUS FUMARATE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002138號,維他命Ｅ片,VITAMIN E TABLETS,末梢血行障害、習慣性早流產及其他維他命Ｅ缺乏症,錠劑,TOCOPHEROL ACETATE ALPHA DL-,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002142號,通脈得寧,DUVADILAN INJECTION,周圍血管舒張及鎮痙劑,注射劑,ISOXSUPRINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002154號,心舒平錠,ISOPTIN DRAGEES,急、慢性冠狀動脈機能不全,糖衣錠,VERAPAMIL HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002155號,心舒平Ｓ錠,ISOPTIN-S DRAGEES,急慢性冠狀動脈機能不全,錠劑,PENTOBARBITAL;;VERAPAMIL HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002156號,美路通液,MIROTON,,液劑,NERIUM OLEANDER;;ADONIS VERNALIS;;SCILLA MARITIMA VAR. ALBA;;PEPPERMINT ESSENCE;;CONVALLARIA MAJALIS,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002160號,蘇的諾片１０公絲,SORDINOL TABLETS 10MG,中樞神經抑制劑（鎮靜劑）,錠劑,CLOPENTHIXOL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002162號,愛明麗眼藥膏,ECOMYTRIN-HYDROCORTISONE OPHTHALMIC OINTMENT,眼瞼緣炎、結膜炎、角膜炎,軟膏劑,HYDROCORTISONE;;NEOMYCIN (HCL);;AMPHOMYCIN (CALCIUM),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002163號,蘇的諾片５公絲,SORDINOL TABLETS 5MG,中樞神經抑制劑（鎮靜劑）,錠劑,CLOPENTHIXOL 2HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002173號,沃耳寧,OTO-FLEXIOLE C. NEOMYCIN,耳科感染症,點耳液劑,ANTIPYRINE;;CHLORAMPHENICOL;;TETRACAINE;;NEOMYCIN (FRADIOMYCIN),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002192號,胃劑壯片,BUTYLPAN TABLETS,胃、十二指腸潰瘍、腸疝痛、膽石疝痛、膽管痙攣,錠劑,SCOPOLAMINE BROMOBUTYLATE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002222號,蘇悶爾猛,"THMERMON ""KOWA""",支氣管氣喘、小兒氣喘、氣喘性支氣管炎、咳嗽,注射劑,CHLORPHENIRAMINE MALEATE;;METHYLEPHEDRINE (N-METHYLEPHEDRINE),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002233號,奇酵素片,"CHYMOSER ""COATED TABLETS""",手術後及外傷後腫脹之緩解,錠劑,TRYPSIN;;CHYMOTRYPSIN ALPHA-,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002242號,通脈得寧,DUVADILAN TABLETS,周圍血管舒張及鎮痙劑,錠劑,ISOXSUPRINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002251號,強力膚克健針,HOKUPHAGEN STRONG INJECTION,過敏性皮膚疾患、皮膚搔癢症、急慢性濕疹,注射劑,L-CYSTEINE;;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL);;GLYCYRRHIZATE AMMONIUM SALT (GLYCAMIL),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002268號,氯化琥珀膽酸注射疸,SUXAMETHONIUM CHLORIDE INJECTION 50MG/1ML,鬆弛肌肉,注射劑,SUCCINYLCHOLINE (CHLORIDE),,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002274號,萬斯龍眼藥水,VASOSTERONE COLLIRIO,結膜炎、角膜炎、過敏性眼疾,點眼液劑,TETRAHYDROZOLINE HCL;;NEOMYCIN SULFATE;;HYDROCORTISONE ACETATE,,,,,,,,,,,,,,,,,,,,,
內衛藥輸字第002283號,龐喜龍片,PANSIRON TABLETS,胃潰瘍、十二指腸潰瘍、胃酸過多症、胃痛、急慢性胃腸加答兒,錠劑,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;SANALMINE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;NEOSANALIMINE;;MAGNESIUM CARBONATE;;PROZYME 6;;NIACINAMIDE (NICOTINAMIDE);;CASSIA OIL;;CINNAMON (CINNAMON CORTEX ) (CINNAMON BARK);;NEWLASE;;CALCIUM CARBONATE;;AMOMI XANTHIADIDIS SEMEN;;SCOPOLIA EXTRACT;;SWERTIA;;DIASTASE BIO-;;PANTOTHENATE CALCIUM,,,,,,,,,,,,,,,,,,,,,
